image,cell_id,area,perimeter,circularity,eccentricity,aspect_ratio,major_axis_length,minor_axis_length,solidity,extent,mean_intensity,std_intensity,centroid_row,centroid_col,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,1,384.0,71.11269837220809,0.9542161702029719,0.5126106658697909,1.1646579895687272,23.897128062663484,20.518579940805274,0.9672544080604534,0.7933884297520661,532.4479166666666,81.96284978976585,10.4296875,35.513020833333336,1049.1327045969933,0.1738556318401208,0.1370952613611554,0.893757423055277
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,2,517.0,92.18376618407356,0.7645246849438097,0.7757364632283716,1.5846429039305308,33.027900201068356,20.842487679177633,0.9022687609075044,0.6893333333333334,494.74468085106383,68.33856293122862,14.74081237911025,114.22243713733076,885.8251724138033,0.2787300068533261,0.24451395936922088,0.9311992066351211
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,3,392.0,74.62741699796952,0.8845025938889486,0.385383526001613,1.0837095289846104,23.668664954660194,21.84041417153241,0.9679012345679012,0.8115942028985508,413.94132653061223,29.142141557662626,8.823979591836734,135.81632653061226,1677.2298913043464,0.1646777968037027,0.13125376657350768,0.8228327780922058
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,4,588.0,92.66904755831214,0.8604344518981031,0.6402225483709245,1.3017621516533204,31.56650355730535,24.249056186811,0.9514563106796117,0.6991676575505351,417.4778911564626,47.777344853675835,14.811224489795919,157.81972789115648,1046.0751891273762,0.267117637548632,0.2349522032526844,0.9046313542649734
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,5,572.0,92.18376618407356,0.8458570982357043,0.7999471849404919,1.666471096220576,35.02925801724495,21.020021347318007,0.9678510998307953,0.7536231884057971,333.3251748251748,40.93401473142322,10.241258741258742,303.7167832167832,745.9292785812619,0.23294849441622673,0.19757819666142273,0.9233225783454021
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,6,110.0,40.970562748477136,0.8234906845804335,0.8792137351776714,2.098955036416445,17.558214860597563,8.365217241897081,0.9821428571428571,0.7638888888888888,344.5,35.79607647367363,2.909090909090909,359.5,1805.7836426237218,0.18109489439369192,0.1615483880452073,0.8418285877644764
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,7,485.0,88.62741699796952,0.7759172698991286,0.8343511980443519,1.8141141321462644,34.10132377421179,18.79778298946758,0.9642147117296223,0.8645276292335116,300.4041237113402,34.34196710505223,7.577319587628866,394.08865979381443,714.2041276737912,0.1392724431758072,0.08881300325647425,0.8673275121862433
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,8,99.0,44.72792206135785,0.6218528278974021,0.9547730627761442,3.3632042102183672,20.9643756467513,6.233453081158613,0.9611650485436893,0.7857142857142857,339.47474747474746,38.35673684373929,2.111111111111111,468.7171717171717,1903.9247619047633,0.15692616893951283,0.1464211753781894,0.795475962345536
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,9,186.0,55.798989873223334,0.7507064274455928,0.8968451106561733,2.260680334922462,23.780260793008956,10.519072699336142,0.9738219895287958,0.775,289.7258064516129,22.049433236935272,3.752688172043011,633.1989247311828,1783.3274959742348,0.18480698913368487,0.16897979983047812,0.8246873172601153
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,10,753.0,100.66904755831214,0.9337119579017636,0.6344989804235652,1.2937887683153397,35.23911068653124,27.237143766842692,0.977922077922078,0.7968253968253968,613.8180610889774,134.48847595673365,21.674634794156706,236.30146082337316,610.3289580789602,0.19489730382771336,0.15316569239594474,0.9465016253579347
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,11,922.0,119.9827560572969,0.8048280753703384,0.7785139949816855,1.5933024048253748,43.569401676003466,27.34534357323,0.9514963880288958,0.6984848484848485,579.380694143167,102.66017787760208,26.190889370932755,79.941431670282,598.6588963553663,0.2967707067399008,0.25179600528999674,0.9535454512243227
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,12,434.0,78.52691193458118,0.8844281461340224,0.7185411003186337,1.4378465698007081,28.260661952156642,19.654852294896592,0.9580573951434879,0.7654320987654321,539.6382488479263,94.26854234683032,18.18433179723502,12.44700460829493,924.6781288156321,0.20215094853545404,0.16276076831039302,0.9037190342381874
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,13,719.0,112.22539674441619,0.7173918781692054,0.6904489711280851,1.3823971868731328,38.1784966100751,27.617602938292777,0.9078282828282829,0.6524500907441017,395.4742698191933,83.45221142119088,28.536856745479835,318.78998609179416,370.24060456943926,0.34383795786235516,0.29709189253087825,0.949102576363272
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,14,1287.0,149.29646455628165,0.7255867843911392,0.7177300345397645,1.436118279988766,51.50742170922998,35.8657238940186,0.8962395543175488,0.6308823529411764,688.2913752913753,106.98740289318576,45.68531468531469,44.54545454545455,560.0560809452212,0.3717495871916354,0.33259823386880805,0.9640241888155806
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,15,654.0,98.66904755831213,0.8441618869301406,0.7531611820410489,1.5201356633210352,35.82410559496302,23.566387171456935,0.9547445255474453,0.7077922077922078,688.4327217125382,146.30948587538086,43.137614678899084,143.8960244648318,1111.3713126427756,0.28359504170020966,0.23589446456035706,0.9067340277707443
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,16,172.0,50.38477631085023,0.8514117537619913,0.6568465807999094,1.326217293755251,17.732526374890483,13.370754896944483,0.9717514124293786,0.7350427350427351,604.8662790697674,118.2632539506329,39.23255813953488,690.1802325581396,1532.2908601474837,0.23176636267427891,0.20700134904904496,0.9004906149289653
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,17,475.0,88.91168824543142,0.7550674700627052,0.8739531809229587,2.057570320306659,35.66455900068386,17.33333662947103,0.9424603174603174,0.5893300248138957,618.4042105263158,102.33388481960151,45.55157894736842,173.41473684210527,741.1602899090083,0.3786426154506572,0.3530003773488033,0.9422034129816745
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,18,311.0,68.18376618407358,0.8406365732105663,0.8012420561819577,1.6712896093704181,26.074622360844707,15.601498516266805,0.9510703363914373,0.6438923395445134,711.9389067524115,177.05437099068666,47.72025723472669,603.0610932475885,1302.0178124411798,0.313298888207181,0.28806797212676516,0.8948681250962882
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,19,829.0,112.46803743153546,0.8235807006576503,0.8510393305297088,1.9043920899628985,44.98141269028086,23.61982751732454,0.9707259953161592,0.6441336441336442,686.6357056694814,126.76737042313134,53.41254523522316,302.92038600723765,470.1738532848593,0.34685410518178145,0.3135689180217988,0.9572413327187643
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,20,308.0,67.45584412271572,0.8505922432029536,0.6752638224123748,1.3557919714888467,23.516766156777138,17.345408920627023,0.9655172413793104,0.7333333333333333,629.4675324675325,106.06948646451697,47.91233766233766,8.00974025974026,855.8183850250764,0.23845633916060516,0.21018691442423043,0.9366499872074275
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,21,902.0,124.71067811865476,0.7288012689175422,0.8856686977754097,2.1536976245586565,50.40602241777286,23.404410091273718,0.940563086548488,0.5782051282051283,564.8226164079823,102.57054042678462,57.37250554323725,543.1141906873614,432.99127802866576,0.4096974183443603,0.3782372355912343,0.9567809625390206
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,22,500.0,81.59797974644665,0.9436719706743888,0.6191429504639101,1.2734338912267302,28.507691278468737,22.38647131576385,0.970873786407767,0.7763975155279503,485.062,66.59941558302144,51.906,665.502,1126.5146293420585,0.18929836188627203,0.1589387816140967,0.8984821699891353
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,23,978.0,118.91168824543142,0.8691597948307531,0.7792626106214899,1.595666115464602,44.58801786753485,27.943200294475382,0.9760479041916168,0.7842822774659182,570.7535787321063,96.38011409581931,59.802658486707564,483.0644171779141,607.0279930336123,0.20656047658969862,0.1728470108243379,0.9390610813933213
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,24,254.0,58.284271247461895,0.9395953077610756,0.48668037595868074,1.1447147050877404,19.2807550292157,16.843284133174357,0.9477611940298507,0.7426900584795322,892.2519685039371,303.9918530949366,59.16535433070866,613.9409448818898,1103.96664182242,0.20634332951614293,0.1722776636191233,0.8905361318079426
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,25,468.0,82.42640687119285,0.8656114252602032,0.7939445794563967,1.6447635278344526,31.394010204181996,19.08724851499859,0.9669421487603306,0.6933333333333334,691.1474358974359,135.62292833443234,64.65811965811966,219.2094017094017,685.2600071225132,0.2757817077678148,0.24581080443965453,0.942773045089803
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,26,650.0,95.25483399593905,0.9002210661121655,0.7182263169246144,1.437174829353892,34.608045714015915,24.080609406146216,0.9687034277198212,0.7575757575757576,744.7461538461539,133.65709924098604,66.17076923076922,146.22307692307692,1163.5063847610775,0.22688763516565835,0.18374018237204942,0.9027321987652296
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,27,621.0,104.22539674441619,0.7183801940915655,0.9092052949906548,2.4018364090512194,43.750913989308934,18.21560944968419,0.9598145285935085,0.5544642857142857,455.7294685990338,64.59032984666908,73.96940418679549,677.6183574879227,728.9307006471785,0.4252566314894828,0.40019026263627266,0.9434016376734572
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,28,926.0,121.15432893255071,0.7927622797279441,0.8128895069867527,1.716980096650375,45.55082872937126,26.52961954435904,0.9477993858751279,0.7095785440613027,795.7267818574514,119.3467092755956,79.50539956803456,42.950323974082075,1056.7214861049224,0.2877897508208732,0.24264384801127536,0.928182414529709
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,29,608.0,98.42640687119284,0.7886606656556397,0.8725863462792973,2.0472509857607633,39.825734069764906,19.453273851992098,0.9635499207606973,0.7423687423687424,518.4802631578947,84.56354434098476,76.79111842105263,374.8108552631579,775.4777207441841,0.23184759051255788,0.197480831999818,0.933573269082519
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,30,563.0,107.39696961967,0.6133864873891521,0.6787130776292425,1.3616492115682817,35.11203120683649,25.78639998358766,0.8147612156295224,0.554679802955665,509.2486678507993,91.08644798332116,83.83303730017762,640.1616341030195,637.426043693342,0.41888690320379296,0.3938333670063575,0.9418827555980269
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,31,119.0,47.55634918610404,0.6612106056786744,0.9414310684076965,2.9655507560685495,21.65304248374852,7.301524831243861,0.967479674796748,0.7727272727272727,686.7142857142857,121.31320273269067,82.96638655462185,2.504201680672269,1098.1596062667506,0.1690460453492334,0.1573901242414937,0.8852386544195945
IXMtest_A02_s1_w1051DAA7C-7042-435F-99F0-1E847D9B42CB.tif,32,689.0,102.32590180780451,0.8269093913336705,0.8379995567450774,1.8326063937162644,40.239041376472606,21.957274357683303,0.9663394109396914,0.6788177339901478,674.322206095791,120.78923138407332,91.49346879535558,99.56748911465893,563.5673536656068,0.31839112054530494,0.27404695296234116,0.954808174338501
